source,target,timestamp,value,valueDoll
80270015,82347392,1391523889,266.4922357,224389.1274
83129449,31773046,1391523889,423.6556897,356722.3273
77494987,LocalBitcoins.com-old,1391523889,35,29470.35
49676526,138954777,1391523889,20.26840707,17066.20144
41460069,13047500,1391523889,20.48722094,17250.4449
131635526,131635526,1391523889,21.1976,17848.59118
131635526,131635526,1391523889,18.33296362,15436.5387
134969648,8603826,1391523889,27.15276492,22862.89959
98333010,145995449,1391523889,29.01099,24427.54369
36040773,BTC-e.com-old,1391523889,30,25260.3
105629018,36260873,1391523889,35.12797373,29578.10516
150430189,158220784,1391523889,24.27892688,20443.09922
131635526,131635526,1391523889,18.34306362,15445.043
69882950,2817539,1391523889,17,14314.17
17631972,13880735,1391523889,19.59753537,16501.32076
11953613,1925799,1391523889,60,50520.6
148680040,122009543,1391523889,96.41324259,81180.91439
110449488,14187368,1391523889,510.8177499,430113.6536
10895914,10895914,1391524378,16.0044,13475.86484
99986791,22416785,1391524378,1334.203795,1123412.937
91047792,98832896,1391524378,49.5496,41721.2587
158220784,10622625,1391524378,24.22882688,20400.91452
118927642,118927642,1391524378,67.9317174,57199.18537
2804770,19205439,1391524378,438.3512298,369096.119
79221790,81704535,1391524378,266.6604367,224530.7543
160018198,120542204,1391524378,61.90860269,52127.66255
171351823,ePay.info,1391524378,25.03993001,21083.87147
30202015,70060673,1391524378,50,42100.5
36260873,150705942,1391524378,35.11997373,29571.36908
18764400,109355253,1391524378,29.30605,24675.98716
120542204,57365391,1391524378,61.86952346,52094.75745
40049915,130607107,1391524378,317.0198167,266933.8559
82347392,140561938,1391524378,266.1185828,224074.5079
149907464,10769400,1391524378,26.8699057,22624.7293
35623922,4937546,1391524574,29.9889,25250.95369
75920791,150446929,1391524574,19.8,16671.798
72896,5897150,1391524574,74.7386506,62930.69119
31773046,31721551,1391524574,422.456408,355712.5201
81759905,7283742,1391524574,16.38278874,13794.47195
114181267,112295384,1391524574,468.5572568,394529.8958
89474557,74842037,1391524574,683.0595507,575142.9723
60998288,32571397,1391524574,380.8548397,320683.5836
14187368,114300368,1391524574,510.4082499,429768.8505
5775643,163434275,1391524574,15.00318404,12632.83099
138954777,44624552,1391524574,19.95996007,16806.48598
19247636,168397065,1391524574,24.649541,20755.16002
131052073,78444410,1391524574,22.78945972,19188.95298
20023346,20023346,1391524574,17.9999,15156.0958
90090186,185067,1391524574,25.01574,21063.50324
171351823,GHash.io,1391524574,25.04158684,21085.26654
162729036,143598243,1391524574,18.53819282,15609.34374
37544586,16017947,1391524574,28.28763759,23818.47373
143096517,116277849,1391525432,224.14331,188730.9085
104481970,68883672,1391525432,55.0492456,46352.01529
98832896,135562329,1391525432,49.5482,41720.07988
171351823,GHash.io,1391525432,25.30809869,21309.67218
19205439,133095225,1391525432,437.8833668,368702.1737
114300368,18253665,1391525432,508.3715766,428053.9512
57365391,104481970,1391525432,61.28302346,51600.91858
130607107,66965345,1391525432,316.8953167,266829.0256
28333078,95133055,1391525432,15.5,13051.155
32571397,16629922,1391525432,380.8537397,320682.6573
169874767,81644911,1391525432,77.1713,64979.00631
1497068,7695867,1391525432,29,24418.29
1497068,1497068,1391525432,30.1197,25361.0886
81644911,28142883,1391525432,72.1712,60768.87211
56161535,ePay.info,1391525432,380,319963.8
56161535,56161535,1391525432,204.9999,172611.9658
26370456,28333078,1391525432,15.5,13051.155
91266995,86552859,1391525432,165,138931.65
10769400,43327511,1391525432,26.8685057,22623.55048
140561938,7442192,1391525432,264.912431,223058.916
81704535,13662018,1391525432,263.207068,221622.9834
74842037,81753810,1391525432,682.9073164,575014.7895
101347571,42308905,1391525432,131.83382,111005.3948
136577881,159171697,1391525432,87.1715,73399.27471
159171697,169874767,1391525432,82.1714,69189.14051
7924763,89848908,1391525432,160,134721.6
Vircurex.com,Crypto-Trade.com,1391525432,35.03491244,29499.74662
109355253,13930917,1391525432,29.30465,24674.80835
22416785,44939252,1391525432,1329.203295,1119202.466
126372261,15187206,1391525432,392.1628465,330205.0383
100388604,1497068,1391525432,76.1199,64093.717
McxNOW.com,Bitfinex.com-old2,1391525432,50,42100.5
BitcoinFog,7414180,1391525432,42.75537063,36000.44962
784417,6785349,1391525432,126.49023,106506.0386
185067,1017349,1391525432,33.69569726,28372.11405
185067,169154800,1391525432,16.40537964,13813.49371
147347648,147347648,1391525432,45.9985,38731.19699
1497068,1497068,1391525432,15.1196,12730.8544
67487519,67487519,1391525432,24.81620661,20895.49413
31721551,108697042,1391525432,384.2963073,323581.3337
31721551,chinaz,1391525432,35.0511596,29513.42689
1497068,LocalBitcoins.com-old,1391525432,17,14314.17
1497068,1497068,1391525432,59.1198,49779.4628
98607597,46159388,1391525432,20.34986534,17134.79011
150705942,95021815,1391525432,27.74641373,23362.75782
105939662,8677224,1391525432,74.21841926,62492.6512
68820641,37117241,1391525432,159,133879.59
112295384,79434702,1391525432,466.2922968,392622.7768
McxNOW.com,Cryptsy.com-old,1391525432,85.53447278,72020.88143
7283742,45365201,1391525432,16.37268874,13785.96765
118927642,118927642,1391526504,67.9192174,57188.66024
66965345,28864029,1391526504,316.8250229,266769.8375
116277849,48427414,1391526504,223.9544598,188571.8947
106575363,99155629,1391526504,48.83089238,41116.09969
43327511,133951586,1391526504,24.6685057,20771.12848
81753810,19062229,1391526504,682.7754317,574903.7413
79434702,100022847,1391526504,458.7476736,386270.1287
Bitfinex.com-old2,BTC-e.com-old,1391526504,55,46310.55
10832248,115754353,1391526504,15.44563567,13005.37969
44939252,167661424,1391526504,1328.193795,1118352.457
7442192,160431070,1391526504,264.1791919,222441.5214
99155629,48773497,1391526504,48.24433587,40622.21325
108697042,11049089,1391526504,379.2968073,319371.7047
13662018,561038,1391526504,38.41422363,32345.16044
13662018,3328839,1391526504,224.6813708,189183.9611
171351823,ePay.info,1391526504,25.07252714,21111.31858
13940801,10832248,1391526504,16.05829476,13521.24477
18253665,31022602,1391526504,495.5581549,417264.922
68883672,68232974,1391526504,49.3191381,41527.20747
31507673,71620045,1391526504,41.84668633,35235.32836
48773497,31507673,1391526504,47.77708833,40228.78614
140984089,13940801,1391526504,17.93633,15102.56922
13930917,63614267,1391526504,29.30375,24674.05054
135562329,116026171,1391526504,49.5468,41718.90107
133095225,84933799,1391526504,437.5371185,368410.6292
68232974,106575363,1391526504,49.08288276,41328.27811
71620045,4438140,1391526504,19.68053608,16571.20818
71620045,140984089,1391526504,22.11683025,18622.59224
46781437,121431265,1391526504,100,84201
46781437,46781437,1391526504,409.9998,345223.9316
BTCGuild.com,19741424,1391526919,15.18390709,12785.00161
9895125,561038,1391526919,21.63240944,18214.70507
10733121,561038,1391526919,20.45065602,17219.65688
116026171,140697289,1391526919,49.5454,41717.72225
58871493,5001917,1391526919,20.33975938,17126.2808
63614267,122435659,1391526919,29.30235,24672.87172
171351823,166959460,1391526919,25.05786893,21098.97622
920971,108502721,1391526919,497.9654185,419291.862
920971,85089786,1391526919,27.27109423,22962.53405
31348980,ePay.info,1391527093,20,16840.2
31348980,166508680,1391527093,492.3152081,414534.3284
chinaz,BTC-e.com-old,1391527093,15.7649,13274.20345
10622625,108709973,1391527093,24.21872688,20392.41022
2106729,159313876,1391527093,50,42100.5
2106729,2106729,1391527093,349.8972,294616.9414
19062229,52230872,1391527093,656.23799,552558.9499
19062229,ePay.info,1391527093,26.48297576,22298.93042
15187206,115771014,1391527093,392.1612465,330203.6911
78444410,151580470,1391527093,22.77920972,19180.32238
153577618,106137653,1391527093,74.59910743,62813.19445
168397065,70199615,1391527093,24.49378726,20624.01381
68826094,Bitstamp.net-old,1391527093,18,15156.18
Cryptsy.com-old,561038,1391527093,39.30027543,33091.22491
69893069,108537722,1391527093,24.73456753,20826.75321
45365201,59805312,1391527093,16.36258874,13777.46334
142147811,142147811,1391527093,15.00010007,12630.23426
84933799,74373952,1391527093,435.7831345,366933.7571
142574759,123511940,1391527093,24.44176774,20580.21285
17395335,71496969,1391527093,29.9999,25260.2158
ePay.info,ePay.info,1391527093,39.0227,32857.50363
118025505,39680603,1391527093,23.6298,19896.5279
13880735,35013846,1391527093,18.60743537,15667.64666
75RTUGA,75RTUGA,1391527093,15.11753267,12729.11368
95552381,35500917,1391527093,750,631507.5
Bitfinex.com-old2,561563,1391527093,93.77807992,78962.08107
BTCGuild.com,162677585,1391527093,21.80683776,18361.57546
121431265,239413,1391527093,50,42100.5
121431265,145055717,1391527093,50,42100.5
31022602,153268630,1391527093,481.395568,405339.8822
160431070,67876814,1391527093,264.0739039,222352.8678
11049089,164841908,1391527093,378.7304029,318894.7865
94771835,91456437,1391527093,19.82924,16696.41837
133951586,141072590,1391527093,24.6671057,20769.94967
3328839,14345465,1391527093,213.5321455,179796.2018
2106729,2106729,1391527093,50,42100.5
2106729,2106729,1391527093,108.9988,91778.07959
59805312,48020936,1391527093,16.35248874,13768.95904
48020936,131027650,1391527093,16.30238874,13726.77434
chinaz,BTC-e.com-old,1391527093,15.9869,13461.12967
100022847,78766592,1391527093,458.6285604,386169.8341
28864029,77167764,1391527093,316.1222499,266178.0956
2666375,39828923,1391527093,49.969,42074.39769
171351823,SlushPool.com-old2,1391527093,25.14307588,21170.72132
ePay.info,ePay.info,1391527093,80.23214961,67556.27229
143598243,80233603,1391527093,18.48754282,15566.69593
95021815,95062411,1391527093,27.74231373,23359.30558
ePay.info,ePay.info,1391528731,80.21624961,67542.88433
78766592,123390763,1391528731,457.9109371,385565.5881
35013846,20008178,1391528731,18.41032537,15501.67806
52663362,137117358,1391528731,187.9821831,158282.878
52230872,57598338,1391528731,643.9225332,542189.2121
171351823,EclipseMC.com-old,1391528731,25.23644239,21249.33686
74373952,26329075,1391528731,435.5736345,366757.356
5499854,124118180,1391528731,189.8382346,159845.6919
34064460,101484890,1391528731,17.6400938,14853.13538
133498767,142027496,1391528731,18.077036,15221.04508
159464982,30969,1391528731,16.98321875,14300.04002
BTCt.com,BTCt.com,1391528731,15.642896,13171.47486
ePay.info,ePay.info,1391528731,39.0068,32844.11567
49623226,72891340,1391528731,17.08084759,14382.24448
92864204,5499854,1391528731,190.4964115,160399.8834
14345465,121674037,1391528731,213.415325,179697.8378
81576643,148604141,1391528731,184.35658,155230.0839
112155217,87255878,1391528731,24,20208.24
77167764,102702935,1391528731,304.6010378,256477.1198
46614501,92864204,1391528731,200.8462881,169114.5831
Bitstamp.net-old,39586532,1391528731,17,14314.17
Kraken.com,27817034,1391528731,60.454197,50903.03842
140697289,48228072,1391528731,49.544,41716.54344
153268630,151413922,1391528731,479.7072323,403918.2867
69775581,133498767,1391528731,28.077136,23641.22928
88426513,114322910,1391528731,23.13004872,19475.73232
99857866,99857866,1391528731,150.113493,126397.0622
36060948,54428020,1391528731,17.68366821,14889.82547
chinaz,BTC-e.com-old,1391528731,15.5139,13062.85894
16629922,49604056,1391528731,380.8432397,320673.8162
95062411,91360427,1391528731,27.73221373,23350.80128
141072590,150821516,1391528731,24.6657057,20768.77086
114210890,ePay.info,1391528731,19.9999,16840.1158
124118180,52663362,1391528731,188.5897425,158794.4491
70199615,104433732,1391528731,23.50368726,19790.33971
145055717,53838550,1391528731,50,42100.5
124686611,124686611,1391528731,57.9998,48836.4116
48427414,35871342,1391528731,223.9489398,188567.2468
67876814,83362858,1391528731,259.2542039,218294.6323
5764815,130362622,1391528731,44.9229,37825.53103
121674037,46614501,1391528731,206.6665701,174015.3187
137117358,83379206,1391528731,182.8770389,153984.2955
131027650,124192986,1391528731,16.29228874,13718.27004
122435659,44279406,1391528731,29.30095,24671.69291
167661424,150102875,1391528731,1328.120124,1118290.426
92194551,92194551,1391528731,93.0498,78348.8621
42350664,42350664,1391528731,71.24355,59987.78154
164841908,8508759,1391528731,378.6552029,318831.4674
11154842,23414674,1391528950,22.3255476,18798.33433
115771014,91097725,1391528950,33.66,28342.0566
115771014,91045291,1391528950,353.9599307,298037.8012
239413,25970552,1391528950,50.46414828,42491.31749
123511940,135160297,1391528950,24.43462565,20574.19914
3540089,140145269,1391528950,35.2684,29696.34548
43826546,5906040,1391528950,19.6739,16565.62054
162677585,79864512,1391528950,20.9529271,17642.57415
102702935,143753402,1391528950,304.2491734,256180.8465
LocalBitcoins.com-old,87589146,1391528950,17.54383333,14772.0831
11089702,135048492,1391528950,31.19757491,26268.67005
165975553,169813081,1391528950,16.22467606,13661.33949
1925799,1296723,1391528950,88.88045527,74838.23214
135048492,17772283,1391528950,31.18609708,26259.0056
85867275,60411887,1391528950,29.998,25258.61598
150821516,104942588,1391528950,24.6643057,20767.59204
171351823,GHash.io,1391528950,25.10292346,21136.91258
49604056,48589156,1391528950,380.8407397,320671.7112
9336254,9336254,1391528950,25.31227025,21313.18467
9336254,9332725,1391528950,22,18524.22
169327740,124646565,1391528950,25.06005821,21100.81961
10251222,10251222,1391528950,40.5618,34153.44122
122009543,145424722,1391528950,96.25324259,81046.19279
55893680,55893680,1391528950,28.9899,24409.7857
60411887,Bitstamp.net-old,1391528950,29.998,25258.61598
73310872,BTC-e.com-old,1391528950,75.25639164,63366.63432
73310872,21896457,1391528950,123.5727477,104049.4893
83379206,23511061,1391528950,182.7780772,153900.9687
5001917,6842646,1391528950,20.3391999,17125.80971
6338850,45393016,1391528950,41.01705502,34536.7705
139939689,70245451,1391528950,25.22689271,21241.29593
BitMinter.com,29141077,1391528950,17.86674532,15043.97823
166448851,73310872,1391528950,198.8292393,167416.2078
150005838,31655203,1391528950,82.14586,69167.63558
8677224,20646925,1391528950,73.81841926,62155.8472
23807436,58145576,1391528950,40,33680.4
Cex.io,mrjoker,1391528950,16.945,14267.85945
91360427,119637848,1391528950,27.72551373,23345.15982
23511061,61644501,1391529087,179.5746844,151203.68
ePay.info,ePay.info,1391529087,20.93002395,17623.28947
ePay.info,ePay.info,1391529087,28.68423919,24152.41624
BitZino.com,2011313,1391529087,22.975,19345.17975
ePay.info,ePay.info,1391529087,16.87242554,14206.75103
ePay.info,ePay.info,1391529087,49.61436314,41775.78991
83362858,159950424,1391529087,258.0119824,217248.6693
Justcoin.com,59325158,1391529087,17.13422,14427.18458
8508759,157384720,1391529087,373.9641029,314881.5143
145424722,31336564,1391529087,96.24884259,81042.48795
ePay.info,ePay.info,1391529087,66.47965868,55976.53741
ePay.info,48703568,1391529087,65.86446868,55458.54127
ePay.info,ePay.info,1391529087,66.48688868,55982.62514
ePay.info,ePay.info,1391529087,22.92834096,19305.89237
ePay.info,ePay.info,1391529087,43.55121772,36670.56083
ePay.info,ePay.info,1391529087,16.37290251,13786.14764
ePay.info,ePay.info,1391529087,16.3756033,13788.42173
ePay.info,47814628,1391529087,15.92510951,13409.10146
ePay.info,ePay.info,1391529087,16.37150951,13784.97472
ePay.info,ePay.info,1391529087,16.41610951,13822.52837
119637848,42484604,1391529087,23.00928618,19374.04906
104942588,52654717,1391529087,24.6629057,20766.41323
ePay.info,ePay.info,1391529087,15.00206911,12631.89221
171351823,973929,1391530852,25,21050.25
30259568,36342511,1391530908,30.80922843,25941.67843
93208689,66681783,1391530908,30.78362843,25920.12297
111402052,56039987,1391530908,164.8206487,138780.6344
10251222,10251222,1391530908,39.5617,33311.34702
8069420,124091584,1391530908,30.62962846,25790.45346
145973014,40016232,1391530908,74.211767,62487.04993
171351823,GHash.io,1391530908,25.24656574,21257.86082
76920006,41509971,1391530908,30.61150346,25775.19203
69631404,86695099,1391530908,49.9999,42100.4158
40784186,114932,1391530908,30.90832636,26025.11988
98101781,9159593,1391530908,18.29257108,15402.52778
22038195,111402052,1391530908,167.5252068,141057.8994
1344546,100210206,1391530908,30.21150346,25438.38803
26329075,122363953,1391530908,400.0806197,336871.8826
26329075,18542298,1391530908,20.47566546,17240.71507
170507757,126982752,1391530908,171.1765418,144132.3599
2355210,146246152,1391530908,31.11574395,26199.76756
159950424,65715490,1391530908,253.8844,213773.2037
25917748,122550566,1391530908,31.02242221,26121.18973
141887366,91479031,1391530908,54.89616553,46223.12034
86231131,6184571,1391530908,30.22778596,25452.09806
64155708,61302733,1391530908,98.43695543,82884.90084
ePay.info,ePay.info,1391530908,379.7645048,319765.5107
104433732,115321246,1391530908,19.52131226,16437.14014
91219878,52264824,1391530908,30.73634343,25880.30853
46077387,Bitstamp.net-old,1391530908,15.27400777,12860.86728
46077387,48905170,1391530908,96.72130304,81440.30437
96390738,49462958,1391530908,29.00955846,24426.33832
120277449,133163502,1391530908,30.77962807,25916.75463
52654717,76796068,1391530908,24.6615057,20765.23441
32229023,19551721,1391530908,31.12147596,26204.59397
56039987,28553905,1391530908,164.1709247,138233.5603
137386443,116097210,1391530908,27.11722182,22832.97194
28390407,4102347,1391530908,63,53046.63
28390407,98788612,1391530908,237.006,199561.4221
36525179,14540328,1391530908,31.2921208,26348.27863
56731179,144081522,1391530908,24.09657055,20289.55337
169813081,93404205,1391530908,16.20683406,13646.31635
9336254,77859020,1391530908,18,15156.18
150102875,67622944,1391530908,1328.050192,1118231.542
143753402,86463461,1391530908,303.6334023,255662.3611
8568398,56011249,1391530908,30.73864945,25882.25022
57598338,95149107,1391530908,643.6564234,541965.1451
83909346,49696117,1391530908,30.82634343,25956.08943
98018159,106452321,1391530908,30.27129336,25488.73172
19660658,170507757,1391530908,174.0403925,146543.7509
68883221,11579152,1391530908,29.93700336,25207.2562
62453046,34592072,1391530908,29.66655167,24979.53317
39225922,6580909,1391530908,26.12962846,22001.40846
141748218,19060039,1391530908,34.29019052,28872.68332
96526688,22409537,1391530908,30.75000346,25891.81041
75226270,64161583,1391530908,43.999,37047.59799
75226270,57312517,1391530908,115.3120529,97093.90164
134421045,164824908,1391530908,41.5109,34952.59291
88665752,73375217,1391530908,27.64965307,23281.28438
55347314,84718072,1391530908,30.00786406,25266.92162
105046101,35282454,1391530908,31.25712846,26318.81473
48905170,29753176,1391530908,96.49568018,81250.32767
126982752,22038195,1391530908,168.5651522,141933.5438
ePay.info,ePay.info,1391530908,80.01624961,67374.48233
103115323,60697810,1391530908,30.58952823,25756.68866
111146718,109823348,1391530908,31.07562843,26165.98989
44256653,22154154,1391530908,30.31212806,25523.11495
30571034,36062075,1391530908,31.15118487,26229.60917
38759529,126961772,1391530908,30.39947149,25596.65899
49607992,79640059,1391530908,31.15291336,26231.06458
15770236,13477098,1391530908,22,18524.22
117861162,44977278,1391530908,31.09139287,26179.26371
101484890,26850683,1391530908,17.5186282,14750.86013
37806830,155695991,1391530908,54.47058864,45864.78034
17772283,24789729,1391530908,31.17158186,26246.78364
25494039,23927405,1391530908,30.30534343,25517.40222
119296910,31176593,1391530908,17.25960692,14532.76162
ePay.info,ePay.info,1391530908,19.76304554,16640.68198
ePay.info,ePay.info,1391530908,19.71296024,16598.50965
ePay.info,ePay.info,1391530908,16.03226024,13499.32344
62132519,SatoshiDice.com-original,1391530908,15.85142115,13347.05512
41858821,65315207,1391530908,29.18040346,24570.19152
96885298,73885319,1391530908,31.15342211,26231.49295
49202322,107976767,1391530908,35.0079,29477.00188
44843972,23168781,1391530908,30.57546723,25744.84916
130817586,BTC-e.com-old,1391530908,41,34522.41
23759902,112397351,1391530908,30.12732221,25367.50657
157384720,33540800,1391530908,373.7873699,314732.7033
101240015,19660658,1391530908,176.375609,148510.0265
29141077,25578146,1391530908,17.8540045,15033.25033
22944524,46077387,1391530908,113.9778503,95970.48974
108559959,126462358,1391530908,29.63077207,24949.40639
28553905,75226270,1391530908,163.0273529,137270.6614
25262637,57080575,1391530908,29.29712807,24668.47481
123390763,96828412,1391530908,455.4520304,383495.1641
11563133,108909606,1391530908,30.88078557,26001.93026
27062080,6295475,1391530908,30.96650298,26074.10517
BTCGuild.com,BTCGuild.com,1391530908,20.02513705,16861.36565
114322910,88339897,1391530908,22.80021497,19198.00901
47831578,17302667,1391530908,31.19090846,26263.05683
113870370,36619449,1391530908,19.61414885,16515.30947
3111245,112145342,1391530908,43.01403203,36218.24511
20008178,169204786,1391530908,17.91572037,15085.21571
Bitstamp.net-old,110730239,1391530908,23.75414704,20001.22935
85125460,26564216,1391530908,28.38140346,23897.42553
66989292,84691622,1391530908,98.2742,82747.85914
90583280,28159998,1391530908,31.05498466,26148.60763
18647275,72806329,1391530908,31.19080596,26262.97053
151413922,9607607,1391530908,479.1427831,403443.0148
24789729,76824813,1391530908,31.15148186,26229.85924
52212464,24248685,1391530908,30.43892206,25629.87676
6842646,107973416,1391530908,20.33879404,17125.46797
44279406,96030815,1391530908,29.29955,24670.5141
5209001,137325427,1391530908,30.15882221,25394.02989
42484604,43135638,1391530908,21.24599618,17889.34124
41146833,31042092,1391530908,29.81649843,25105.78984
21896457,78626123,1391530908,123.5636477,104041.827
59745914,115525338,1391530908,18.0189,15172.09399
13088225,66981241,1391530908,30.05965346,25310.52881
50078888,58299120,1391530908,31.01342173,26113.61123
57312517,22944524,1391530908,114.7316811,96605.22279
76824813,2355210,1391530908,31.13978028,26220.00639
108567238,65491184,1391530908,29.85534904,25138.50245
61644501,85982551,1391530908,178.5671844,150355.3549
43135638,98101781,1391530908,20.19189618,17001.7785
85982551,101240015,1391530908,178.446868,150254.0473
54393731,92220605,1391530908,29.56682221,24895.55997
24845942,19997927,1391530908,30.79683102,25931.23969
48228072,166424942,1391530908,49.5426,41715.36463
39226454,54455316,1391530908,27.44690298,23110.56678
104123269,5665290,1391530908,30.34722211,25552.66449
29753176,77798428,1391531617,84.39856712,71064.4375
103536160,78098090,1391531617,53.25586413,44841.97016
77206957,103536160,1391531617,54.23957852,45670.26751
77798428,8391033,1391531617,74.83918892,63015.34546
171351823,ePay.info,1391531617,25.0597405,21100.5521
76796068,96752797,1391531617,24.6601057,20764.0556
33540800,6390156,1391531617,372.8197319,313917.9424
65715490,37720651,1391531617,253.7549,213664.1634
18627348,77206957,1391531617,60.97216816,51339.17531
96828412,30048047,1391531617,450.3505304,379199.6501
86463461,110636991,1391531617,299.2866485,252002.3509
8391033,18627348,1391531617,73.13668892,61581.82344
122363953,86746922,1391531617,394.5415091,332207.8961
9607607,109525131,1391531617,475.5638689,400429.5333
96030815,13568863,1391531617,29.29815,24669.33528
SatoshiDice.com-original,SatoshiDice.com-original,1391531617,15.77116405,13279.47784
166424942,156642413,1391531617,49.5412,41714.18581
78098090,85833766,1391531617,48.73426623,41034.73951
3111245,56055569,1391531617,629,529624.29
3111245,106020751,1391531617,77.43766,65203.2841
29163914,65780827,1391531960,15.52394834,13071.31974
142001675,142001675,1391531960,20.00000092,16840.20077
145995449,18274994,1391531960,28.7876757,24239.51082
57556886,2735215,1391531960,15.53634306,13081.75622
86695099,bitcurex,1391531960,50,42100.5
ePay.info,ePay.info,1391531960,71.17399486,59929.21541
5149333,101589698,1391531960,108,90937.08
124192986,44028472,1391531960,16.20218874,13642.40494
18886431,1209185,1391531960,23.1998,19534.4636
8884,164995813,1391531960,37.863,31881.02463
47611313,20623189,1391531960,16.43790934,13840.88404
8603826,134899489,1391531960,27.15266492,22862.81539
4815844,4815844,1391531960,234.3581144,197331.8759
4102347,8342979,1391531960,62.3,52457.223
26438058,47950786,1391531960,15.89565007,13384.29632
62382760,30838516,1391531960,16.38393507,13795.43717
31655203,127228571,1391531960,81.28986,68446.87502
88150995,17938711,1391531960,61.16005662,51497.37927
51797735,17344638,1391531960,86.64413269,72955.22617
24912223,54705883,1391531960,71.6279,60311.40808
27488771,81955957,1391531960,15.91875002,13403.7467
41342440,34625437,1391531960,20.0003,16840.4526
15013615,30285030,1391531960,31.24105714,26305.28252
86799044,28769951,1391531960,45.13864404,38007.18967
8130500,8130500,1391531960,111.1084235,93554.4037
96752797,41261690,1391531960,24.6587057,20762.87679
129745043,101417318,1391531960,16.48548687,13880.9448
142796963,12400817,1391531960,19.36499254,16305.51737
67977304,6633198,1391531960,30.33107796,25539.07095
20646925,151600348,1391531960,73.80881926,62147.76391
16262536,29366442,1391531960,15.86932942,13362.13406
LocalBitcoins.com-old,142001675,1391531960,20.00995657,16848.58353
171351823,90090186,1391531960,25.08932492,21125.46248
169204786,88824657,1391531960,17.75665211,14951.27864
25578146,148113041,1391531960,17.84657417,15026.99392
ePay.info,ePay.info,1391531960,379.7456048,319749.5967
67622944,23656457,1391531960,1325.076222,1115727.429
85833766,86799044,1391531960,46.2069981,38906.75447
48153643,44085439,1391531960,177.9569981,149841.572
95149107,145425255,1391531960,642.4278276,540930.6552
149142485,143128806,1391531960,31.14187834,26221.77298
13568863,161621254,1391531960,29.29675,24668.15647
101589698,1184655,1391531960,108,90937.08
chinaz,19006621,1391531960,15.99928465,13471.55767
8884,28048914,1391531960,29.8208,25109.41181
8884,8884,1391531960,15.29350614,12877.2851
10251222,10251222,1391531960,39.1616,32974.45882
92570961,72875129,1391531960,31.13187834,26213.35288
66591007,80040132,1391531960,21.38049754,18002.59273
ePay.info,ePay.info,1391531967,21.464,18072.90264
ePay.info,ePay.info,1391531967,21.597,18184.88997
ePay.info,6903820,1391531967,19.999,16839.35799
ePay.info,ePay.info,1391531967,21.94,18473.6994
56808971,84518624,1391531967,21.38388894,18005.44833
23414674,79450347,1391531967,20.61148615,17355.07745
ePay.info,ePay.info,1391531967,15.03156024,12656.72404
ePay.info,ePay.info,1391531967,19.05912504,16047.97387
38307341,17239367,1391531967,20.55785743,17309.92153
ePay.info,146420230,1391531967,19.99,16831.7799
ePay.info,ePay.info,1391531967,21.3,17934.813
ePay.info,ePay.info,1391531967,20.12,16941.2412
156642413,111031175,1391531967,49.5398,41713.007
31336564,161225376,1391531967,91.20065207,76791.86105
BTCt.com,142721689,1391531967,20,16840.2
ePay.info,ePay.info,1391531967,15.22,12815.3922
ePay.info,64394468,1391531967,15.95367283,13433.15206
ePay.info,ePay.info,1391531967,16.91758283,14244.77392
75286870,168189511,1391531967,23.19512475,19530.52699
734393,101209543,1391531967,117.8393669,99221.9253
127867715,29664344,1391531967,20.38477343,17164.18308
6806254,20177170,1391531967,16.02611504,13494.14912
ePay.info,56161535,1391531967,57,47994.57
28769951,72093222,1391532097,44.25834674,37265.97054
91097725,78598350,1391532097,29.57400974,24901.61194
161225376,63990892,1391532097,91.19655207,76788.40881
35500917,142696528,1391532097,696.2827304,586277.0218
35500917,134622877,1391532097,15.65632867,13182.7853
56020635,42006019,1391532097,19.53963845,16452.57097
171351823,BTCGuild.com,1391532097,25.03870079,21082.83645
8342979,86118086,1391532097,108.1736986,91083.33597
131635526,131635526,1391532097,80,67360.8
88339897,93706524,1391532097,22.13909174,18641.33664
74763234,74763234,1391532097,17.44381514,14687.86679
164020490,78122268,1391532538,1000,842010
164020490,2957431,1391532538,72.22,60809.9622
23656457,105600620,1391532538,1324.403022,1115160.588
25698421,59780753,1391532538,42.99238716,36200.01991
30048047,120223353,1391532538,450.1424304,379024.4278
37720651,42928896,1391532538,253.5523027,213493.5744
110636991,3049763,1391532538,299.1741485,251907.6248
165683914,14991892,1391532538,39.21755653,33021.57477
109525131,31620816,1391532538,472.6845485,398005.1167
88824657,74188423,1391532538,17.00264533,14316.39739
142001675,77299119,1391532538,19.99990092,16840.11657
161621254,77131403,1391532538,29.29535,24666.97765
86746922,168153463,1391532538,387.158323,325991.1795
111031175,53898970,1391532538,49.5384,41711.82818
72093222,25698421,1391532538,43.86035927,36930.86111
59780753,165683914,1391532538,41.57690005,35008.16561
6390156,93884520,1391532538,372.5811292,313717.0366
41261690,167719764,1391532538,24.6573057,20761.69797
145425255,35956215,1391532538,631.7046486,531901.6312
171351823,ePay.info,1391532538,25.053915,21095.64697
31901095,12748649,1391532546,299.9955,252599.211
43486396,76563374,1391532546,71.84727128,60496.12089
171351823,92411731,1391532546,25.06105751,21101.66103
1260513,16971889,1391532546,100,84201
1260513,16937481,1391532546,18.36957361,15467.36468
49662935,119738613,1391532546,15.13143655,12740.82089
42586832,20561799,1391532546,18.77890982,15812.02986
48589156,91547216,1391532546,380.8257397,320659.0811
